"score","text","class"
0," alhamdulillah berkah takbir ","Neutral"
-6,"orang tuh takbir gua malah tonton setan","Negative"
7,"uuuuu senang sekal tidur malam ini fix nyenyak banget kalau ditemenin sama takbir ","Positive"
1,"first time rasai malam takbir keluar rumah dan itu sama suami macet macet tapi seru ya nyata ","Positive"
0,"rt suasana malam takbir di jakarta international stadium allaahu akbar allaahu akbar allaahu akbar lah ilaaha ","Neutral"
-2,"kok ada ya yang malam takbir masih kerja hehehehehe aku","Negative"
-4,"malam takbir apa saja sih biasa aku kok asa nolep tetap kipopan di kamar ","Negative"
0," moga dapat thr sama makji di malam takbir ini amin","Neutral"
0,"malam takbir di kampung bagaimana di kampung mu ","Neutral"
1,"ada yang takbir pakai lagu spongebob yang party sama ubur ubur ","Positive"
-3,"rt setelah tahun absen acara takbir di jakarta akhir obat malam ini dengan ada acara tabuh bedug di jakart","Negative"
0,"malam takbir nang omah saja lur wedi kape nang njobo akeh wong sangar podo mendem ","Neutral"
0," takbir ya balap","Neutral"
0,"rt memang waktu takbir ini bang ","Neutral"
4,"kuat apa dia tetap kakak gua adalah orang pertama yang bakal tangis kalo lihat orang takbir wkwk ","Positive"
5,"ya ngeslot ya takbir ya cinta barang ","Positive"
0,"pap kalian takbir tadi dong lihat tl oafa kakak banget ","Neutral"
0,"rinding lihat story teman teman pada share acara takbir di daerah masing masing dan rasa kayak nyentuh banget setelah dua tahun belum yang bisa bilang kelam akhir tahun ini rasa lagi vibes lebaran ","Neutral"
0,"takbir ngene ki dadi ling jam ng warnet","Neutral"
0,"haloo moots malam takbir kalian bagaimana ini ","Neutral"
0,"wts karena lagi malam takbir aku kasih harga promo jadi kak ya trio archon kamisato siblings ","Neutral"
0,"janji enggak tangis pas dengar takbir ","Neutral"
0," bot lagi takbir","Neutral"
2," alfatihah buat bapak kita kangen ya biasa paling ribut kan sosok bapak kalau malam takbir begini","Positive"
0,"malam takbir gabutzzz","Neutral"
0,"ada yang ikut takbir enggak tadi tempat rame","Neutral"
0,"ya allah malam takbir lho ini ","Neutral"
0,"sur kalian pada takbir enggak ","Neutral"
0,"ya bagus malam takbir bikin banjir sama ourbluesep ","Neutral"
10,"sudah malam takbir saja cepat banget ya ramadan kali ini moga allah izin lagi untuk bertemu di ramadan lanjut lanjut dan terus amin ","Positive"
0," tunggu rister jebak macet orang orang takbir jalan","Neutral"
0,"ciro harus lu ikut takbir keliling malah tidur ","Neutral"
-4," sar dong film di disney yang horor thriller tentang bencana alam pokok no romance begitu buat nemenin malam takbir tia","Negative"
0,"takbir gaboleh tangis","Neutral"
-2,"malam takbir aku cuma nge game ","Negative"
3,"sender raya malam takbir sendiri karena enggak punya teman terus lihat luar orang pada raya ikut senang lihat kembang api terus takbir yang dari masjid jadi rasa rame ikut senang banget ","Positive"
0,"info mudik kendara tinggal jakarta pada malam takbir ","Neutral"
0,"senggol dong presiden cebong mimpin takbir apa kagak ","Neutral"
15," asiiikkk konvoi takbir comeback setelah vakum hampir tahun kangen banget suasana malam takbir yang rame pol ame macet gegara konvoi muda mud lebaran tahun ini bakal rame banget senang","Positive"
4," idm selamat malam takbir yuk keuarin edit member versi ramadhan yang kalian punya","Positive"
1,"agam kasus kriminal yang tegang hingga berita viral dan terupdate saji dalam merah putih peristiwa saksi merah putih peristiwa spesial malam takbir mei pukul wib hanya di antv merahputihperistiwa antvlebihberwarna ","Positive"
0," chelsea takbir bagi poin","Neutral"
0,"ya takbir ","Neutral"
5," takbir khusyuk kalo seperti ini","Positive"
0,"malam takbir","Neutral"
0,"rt malam takbir masih goblog saja sih bangkai ","Neutral"
5,"rt di malam takbir h ini saya doa moga allah swt senantiasa jaga ibhrs sehat jasmani rohani serta panjang umur","Positive"
1,"takbir suara kembang apitakbiran suara geberr motorhappy eid mubarak mantemanminal aidzin walfaizin mohon maaf lahir dan batin semua ","Positive"
0,"bayang malam takbir begini kamu nyetrika baju buat anak kita sholat ied besok","Neutral"
-5,"sangger malam takbir kok listrik sakampung mati wessssss","Negative"
8,"rt malam takbir itu malam baik dunia sih vibesnya bikin bahagia banget tapi besok kalau sudah jam siang sudah beda lagi rasa","Positive"
0,"lagi dgrin takbir aku akan triak triak besok pagi saja","Neutral"
4,"terima kasih malam takbir ku bahagia ","Positive"
0,"rt situasi arus lalin di kawasan bundar h jakpus di malam takbir pantau ramai lancar rap infomudikelshi","Neutral"
0,"nugas pas malam takbir itu sesuatuh ygy","Neutral"
0," takbir","Neutral"
-4,"rt zoo senang banget anabulku yang sudah hilang minggu lebih pas takbir tadi ketemu kasi tau orang nyata kucing lama","Negative"
0,"gue ini lagi takbir buat besok lebaran bukan takbir buat teriakin lu lu pada ini monmaap ","Neutral"
4," wkwkwk aku mau tonton sekarang tapi masih takbir jadi enggak enak hati","Positive"
4,"takbir kali ini seru anak anakkk","Positive"
0,"enggak ada yang ajak takbir kamar ini gaybandung gpromote","Neutral"
4,"malam takbir dan mil menang forzamilan","Positive"
4," ada dong di sini para muda mud all out urus bocil takbir wkwk","Positive"
0,"malam takbir tapi malah ngelaprak siapa lagi kalo bukan gue ","Neutral"
4," padahal gue sudah siap siap malam takbir sabut ayangselamat ya kali ini anda jodoh","Positive"
0," anjir gue lagi takbir","Neutral"
-1,"tadi mau ngetweet mohon maaf lahir batin juga tapi kok tiba aku enggak dengar takbir lagi padahal tadi banyak yang takbir loh ","Negative"
0,"rt travicky yang lain takbir mereka malah pacar ","Neutral"
0," bagaimana takbir di tempat","Neutral"
0," takbir","Neutral"
-2,"makin lama takbir makin sepi ","Negative"
-4,"pokok bagi vibes takbir adalah vibes mana besok sapi dan kambing pada sembelih jadi rada melow gitchu","Negative"
0," lah bukan lagi takbir gay date lu ","Neutral"
0,"rt thr receh saldo dana pickaw rt rep big win takbiranend malam ini","Neutral"
3,"cek qrt nya lumayan hibur malam takbir hehe ","Positive"
5,"esok adalah harap sekarang adalah perjuangankemarin adalah kenang semua tak luput dari khilaf mohon maaf lahir dan batin selamat lebaran teman teman semua lebaran takbir","Positive"
0,"bisa bisa malam takbir malah tangis","Neutral"
4,"rt takbir di tempat gymmmmm wkkwkdemi lebaran tampil prima selamat lebaran all ","Positive"
4,"nana ganteng banget anjir pengin teriak tapi lagi takbir ","Positive"
0,"takbir ya balap","Neutral"
0," kusus takbir begadang","Neutral"
2,"sing di takbir nganggo sound buwang an kabeh tulung nek keliling nyewo o soundman setingganmu low nek mbok polke kabeh i ben pie ben ati degdegan ketok koyo koyo jatuh cinta ngono mak deg lho aku ","Positive"
4,"rt thr admin brave idr kak kali orang retweet sayang h end malam takbir ","Positive"
0,"ngumandangin takbir itu pakai suara high not waktu","Neutral"
4,"gue tau ini malam takbir tapi gue benar benar gakbisa terima pernintaan maaf dari lu karena memang gakada yang harus minta maaf ","Positive"
-4,"mau update the circle tapi suasana lagi takbir nanti dulu deh hahaha padahal tadi pun buka puasa pakai seunghoon yang makin brutal hahahaha","Negative"
-3,"sedih lebaran tahun ini deh enggak keliling desa kayak dulu terus hari belum lebaran minta tolong gawai mama bikin lampion habis itu pas takbir lampion bakar","Negative"
6,"lihat takbir orang di story pada seru amat ye","Positive"
0,"kayak khh dabin belum balik takbir atau malah tidur ","Neutral"
0,"rt anies baswedan jadi yang pertama pukul beduk malam takbir di jis tempometro","Neutral"
5,"bodoamat gue enggak paham tapi jeonghan ganteng banget ini berkah malam takbir ya ","Positive"
4,"agak mellow malam ini due tapi story orang orang pada mudik sama takbir keliling tetiba kangen takbir lebaran di rumah mbah kangen mbah dan sama sama eid feels different without both of you al fatihah","Positive"
-4,"flashback takbir tahun kemarin hectic kejar dedlen tugas mana tulis tang lembar kertas portofolio lagi","Negative"
0," gue takbir sambil tonton ","Neutral"
4,"takbir ya menang ","Positive"
4,"keren banget story wasapnya teman ku di malam takbir iniisukaa sama vibesnya","Positive"
0,"rt live festival tabuh bedug malam takbir tahun h lebarandijakarta rayakankemenangandijakarta idulfitri idulfitr","Neutral"
4,"malam takbir dapat congratss enak nih","Positive"
-1,"malam takbir tahun kemarin seru banget tapi kenapa sekarang sedih banget jancok","Negative"
0," takbir lah","Neutral"
-4,"tiap dengar takbir itu hati geter pengenny mewek ingat dosa mana lagi kangen banget juga sama mantan ","Negative"
0,"yang lain takbir gue nangisin achel","Neutral"
-5,"klub gua anjing banget malam takbir main kayak begini kagak bakal gua maaf lu main kayak tae pada bgsttt ","Negative"
1,"takbir kali ini cukup lelah karena abang ojol pada full ","Positive"
0,"takbir kerja dan jalan moga berkah barokah amin","Neutral"
4,"rt kelar takbir siap tonton interfokus sama tim sendiri ajayakini dan nikmatiketupat sudah siap pagi nanti kita sa","Positive"
0,"setujuu malam takbir ke subuh belum shalat ied itu memang moment paling bikin harus sih kalo aku apalagi suara takbir ","Neutral"
1,"rt bokap gue bikin begini buat pawai takbir tapi itu ikan jenis apa ye ","Positive"
4,"grazie grazie kalian bikin malam takbir jadi lebih full senyum","Positive"
-1,"rt tim go blooookkkkkkkkk bikin malam takbir gua enggak berkahhh dasar tapi lolllll ","Negative"
0,"rafael leao bikin malam takbir makin marak","Neutral"
0,"rt neozenomg nya jaemin baru pulang takbir ","Neutral"
-2,"takbir kali ini kurang seruuuu ","Negative"
6,"bocil pada takbir naik pick up kereta mini ada juga yang takbir di masjid pukul bedhug anak tetangga yang pada mudik masyaa allah akhir setelah tahun vibes lebaran yang benar lebaran kembali lagi alhamdulillah","Positive"
3,"jujur kalo malam lebaran begini paling sebel takbir keliling lewat sambil klakson sama geber knalpot ganggu orang yang mau istirahat dan lagi gaenak badan sudah benar takbir saja enggak usah pakai berisik","Positive"
-3,"dengar takbir mesti sedih ingat almarhum ayah terus ","Negative"
5," live streaming takbir idulfitri selamat lebaran mohon maaf lahir dan batin youtube ","Positive"
0,"tahun ini belum temu ada yang takbir remix burung gagak ","Neutral"
-4,"orang pada asih hampers ke pacar gua cuma lihat instastory uwu orang doang malam takbir","Negative"
0,"takbir di jis anies singgung pandemi yang sudah kendali","Neutral"
3,"info dong misal cium pas malam takbir kalo hamil anak jadi kera sakti enggak ","Positive"
0,"takbir di jis warga alhamdulilah jakarta punya stadiun kelas internasional","Neutral"
-3," aku selalu sedih kalo malam takbir","Negative"
0,"takbir masih sama kayak tahun kemarin di kos sendiri ","Neutral"
0,"rt giveaway rp draw pickaw rt followmutualan rep ajaend malam takbir zonauang zonaba","Neutral"
-3,"bentar gais aku hilang dulu aku mau selesain konten malam takbir ku dulu gbye","Negative"
-3,"dah takbir saja nichhh jani mau minta maaf deh kalo lama jbjb atau bikin tweet ada salah kata dan singgung orang lain mari salam online tapi yang enggak dukung aku jadi jodoh chanyeol enggak di maaf kian happy ied mubarakk mutual aku yang gemoyy dan cuties ","Negative"
0,"apa itu takbir ","Neutral"
-4," takbir ya kalah","Negative"
0,"barusan takbir dekat rumah malah jadi adzan bagaimana sih dek","Neutral"
0,"rt suasana malam takbir di jakarta international stadium minggu ","Neutral"
0,"lagi takbir baremg ot ","Neutral"
0," pesan takbir jangan balap","Neutral"
0,"lebih hidup takbir kampung dari pada batam lagi","Neutral"
0,"anjayy takbir keliling e nek ngeneki judule takbir jedakg jedug mp ","Neutral"
3," lagi pada takbir deh kaya","Positive"
8,"deh gotta back tapi reality selamat malam takbir ya kawan ku sayang ","Positive"
0," takbir pakai poin mincot ","Neutral"
0,"orang mah takbir ini gua sama ulfa malah koplo ","Neutral"
0,"puasa belum kelar ini nah kesal dgrin takbir mic nya pakai anak yang jerit astagahh","Neutral"
0,"akhir bisa rasai takbir keliling lagi","Neutral"
0,"malam takbir di jis ini acara bagus tapi lihat chat kolom komen di yutubnya aduh pusing admin enggak pikir chatnya tutup saja apa nih supaya kondusif insyaallah enggak urang nilai acara kok walau chat tutup","Neutral"
-6,"walaupun ya wa aku lebaran ini asa biasa biasa saja banding ketika masih kecil dulu tapi kalau takbir isi dengan main petas balap liar atau mabora ya mending tetap biasa biasa begini saja","Negative"
0," takbir dulu kawand","Neutral"
-4,"nolak ajak teman buat takbir malam ini karena niat memang enggak mau mana krana mau rebah santuy se santuy nya malah mak gueeee nak kamu enggak mau kmanato ayo temenin belanjame fuckkk off","Negative"
0,"takbir cerita dengan diri sendiri akan bagaimana kah diri ini lang ","Neutral"
-4,"rt takbir ke mana lebaran ke mana libur ke mana aku ","Negative"
0,"malam takbir main kartu remi konsep macam apa pupu gue ini ","Neutral"
3,"imbau warga tak konvoi takbir kapolda jabar akan patroli skala besar ","Positive"
0,"takbir malah galauin senkou wvj kampret ","Neutral"
4,"selamat takbir gaessss","Positive"
-7,"senang sih lihat masyarakat antusias adakan acara takbir keliling sambut lebaran besok miris bukan takbir tapi malah ada yang nyalain musik dangdut dj an dengan volume yang bagi keras ws enggak kira jadi esensi takbir mana ","Negative"
9,"alhamdulillah malam takbir dapat giveaway saldo dari kak moga kakak sehat selalu lancar rezeki nya di jauh dari hal hal yang tidak baik di mudah segala urus amin terimakasih banyak kak ","Positive"
0," enggak raya jadi aku rumah tonton film gifted sama papi mami xixihelen apa saja malam takbir ini","Neutral"
0,"rt happy mailshah anjir kaget tumben jaemin mampir kalau jisung sih sudah sering jadi aku enggak kaget happy mails di","Neutral"
0,"takbir pakai obor takbir soundsystem ","Neutral"
0,"takbir ra gawe ayem malah gawe macet hih","Neutral"
0," takbir ya balap","Neutral"
14,"tahun ini ulang tahun di malam takbir rasa nya berkah banget di a untuk hari ini moga bisa jadi pribadi yang lebih baik terus depan bisa jadi bangga keluarga dan jadi wanita sholehah yang hebat serta berkarir baik yang tiap langkah nya selalu di ridhoi allah swt","Positive"
0,"takbir ku dapeet begini an ","Neutral"
0,"mau ke masjid takbir tapi awkward banget sama anak sini","Neutral"
0," malam takbir ku di kereta len","Neutral"
0,"malam takbir rembugan cah nom ","Neutral"
0,"malam takbir enggak tau mau kemane wkwk ","Neutral"
-2,"rt cuma malam takbir sambil lamun mandangin langit pikir skripsi ","Negative"
4,"lihat karnaval malam takbir isi nya cowok ganteng semua wkwk","Positive"
4,"senang banget dengar takbir dan akhir tahun ini orang bisa pada mudik jalan jakarta lancar banget hepi puol ","Positive"
4,"saat bukber rumah sholat berjamaah dan takbir we mmilih sholat dkamar karena enggak kuat dengar takbir enggak ada ayah","Positive"
-4," bang haji kante lagi takbir mana teh ","Negative"
4,"malam takbir memang malam baik seduniaaaaa","Positive"
-5,"ini di kampung aku saja apa yang lain juga begitu yang kalo pas sahur banguninnya pakai sound system keliling lagi pakai mobil bak malam takbir lebih parah lagi benar kayak iring an orang jahat mana ampun deh sampai geter weh jendela sama lantai","Negative"
7,"kelar takbir siap tonton interfokus sama tim sendiri ajayakini dan nikmatiketupat sudah siap pagi nanti kita santapdini hari ini kita dukung inter dulu forzainter westandbehindyou ","Positive"
8,"seru benar takbir estapet tonton bola","Positive"
0,"ya enggak ada yang takbir sini","Neutral"
0,"rt live takbir dari jakarta international stadium jis ","Neutral"
-2,"kok enggak ada takbir ya","Negative"
0," kak tadi aku ikut muter takbir terus aku ditanyain kenapa enggak ikut allahu akbar terus kamu jawab apa rel aku kristen gituwkwkwkwkwk","Neutral"
0," takbir anjir bukan malah pacar","Neutral"
-2,"aduh ini takbir ngantuk banget ya","Negative"
3,"aku juga kak baru tahun ini rasai malam takbir nyiapin masak walaupun tim nyicip saja bersih rumah biasa dulu libur kerja pas lebaran saja itu oncall kalo ada yang lahir ","Positive"
2,"pangeran sri negara sultan pontianak syarif machmud alkadrie ajak wakil sejumlah etnis di pontianak untuk main meriam karbit publisherstory ","Positive"
5,"paling senang kalau sudah malam takbir begini entah idul fitri atau idul adha suasana senang","Positive"
0,"orang takbir gue kospley geto","Neutral"
0,"rt takbir di masjid traktir setarbak langsung ingat ini you ll never sih starbucks logo ini the same way as before ","Neutral"
0,"di dalam den ratok tangih di lua lai galak juo kalau pas takbir begini tambah ingat bapak beda lebaran kali ini alhamdulillah sama mamak di rumah ","Neutral"
-4,"kenapa tiap takbir rasa sedih banget ","Negative"
3,"filterisasi di jalan jalan protokol akan laku mulai pukul wib jika masih belum kondusif atur crowd free night cfn akan laku kumparannews ","Positive"
0,"rt takbir sini pada ngesummon mahkluk isekai kalo sana bagaimana ","Neutral"
-3,"sedih juga takbir sepi karena kakak sudah pada punya rumah sendiri","Negative"
-2,"memang suasana malam takbir tuh beda banget","Negative"
0," ngerusak malam takbir saja lu jingan ","Neutral"
5," enggak begitu kangen banget sama takbir belum covid","Positive"
7," dapat kado malam takbir dengar suara tetem lagi naik wahana kora saja kita sudah bahagia banget ya kak ","Positive"
1,"senang yang malam takbir jalan keluar rumah ","Positive"
0,"pawai takbir desa adirejo ","Neutral"
0,"memang waktu takbir ini bang ","Neutral"
0," bangunin suruh takbir","Neutral"
4," selamat malam takbir","Positive"
0,"mungkin jadi takbir akhir tugas hikss ","Neutral"
0,"rt guys aku lagi happy belakang ini karena alhamdulillah rezeki sedang lancar aku mau bagi bagi saldo dana kak untuk","Neutral"
0," enggak fokes takbir dan sholat langsung tengok ya ","Neutral"
1,"rt mini enggak daget untuk orangnominal rahasia hehehe tapi jangan berekspektasi tinggi rt saja kagak perlu follow kalo mau mu","Positive"
0," ha ra i h caknun takbir ","Neutral"
0,"takbir dulu yuk","Neutral"
0,"heran di malam takbir begini masih ada ya yang sempat nipu orang ","Neutral"
0,"malam takbir malah gabut banget","Neutral"
0,"bukan takbir malah nyanyi ","Neutral"
0,"cerita dong kalian malam takbir apa ajaaaa kayak seruuuu","Neutral"
0,"malam takbir mencret mencret ya btull aku ","Neutral"
0,"ya allah ini siapaaa takbir pakenya kecrekannn","Neutral"
0," dia izin enggak on mau takbir","Neutral"
5,"malam takbir yang indah mohon maaf lahir batin untuk semua minal aidin wal fa idzinsempre mil forza mil ","Positive"
0,"kalian takbir nya apa ","Neutral"
0," tuuhhaaaannn takbir deh kita ","Neutral"
10," takbir kali benar meaningfull banget rasa ","Positive"
4,"malam takbir tetap konsisten allhamdulillah ","Positive"
0,"ngerusak mood di malam takbir goblog bye ","Neutral"
0,"rt thr receh test pickersaldo dana buat dua orang rt like saja cek pinned aku juga ada thr on going end","Neutral"
2,"malam takbir enggak boleh sedih ya harus senang hehe moga aku senang ","Positive"
0," malam takbir apa saja mencret bang","Neutral"
4,"alhamdulillah dapat thr di malam takbiranterimakasih banyak moga bahagia selaluminal aidin wal faizin ya teman teman semua ","Positive"
0,"kota batusangkar kejut rombong pawai obor takbir ","Neutral"
-4,"malam takbir ngelist buku sama skincare yang mau dico yang mana dulu gws banget diri ini","Negative"
0," bismillah moga teewujud malam takbir amin","Neutral"
0,"takbir kali ini sepi banget","Neutral"
4,"hueeee gue deh senang bisa puasa full bulan malah pas malam takbir begini gue red days aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa","Positive"
0,"ya allah pengin takbir bareng","Neutral"
0,"malam takbir malah begini kondisi ","Neutral"
0,"malam takbir asa malam ngebabu ","Neutral"
-3," sudah tweet nya buat huru hara debat sana sini yang punya tweet malah hilang gamungkin lagi masak opor kan kan enggak raya lebaran masa hilang sampai malam takbir","Negative"
0," mau takbir kah ","Neutral"
0,"takbir di kampung ku raih banget kalau di kampung mu ","Neutral"
0,"sudah mulai rada sepi nih yang takbir","Neutral"
-4," huhuuu iya nayytapi masalah kalo malam takbir begini bawaanya enggak bisa tidur deh","Negative"
0," malam takbir mbak cunn ke sini aku wkwkw","Neutral"
-11,"qrt nya seram amat apalagi sampai pakai kata kasar ngotorin malam takbir saja lo pada enggak usah gampang ketriggered lah sama alam orang kalo lo pada enjoy saja yaudah not evrybody have nice experiences like you ","Negative"
-2,"tuh takbir apa barongsai","Negative"
0,"berkah malam takbir ","Neutral"
0," wkwk pada takbir kali enggak buka twt","Neutral"
0,"opo gur aku ya cok takbir ngeroso sepi banget wkwk","Neutral"
0,"apa hukum malam takbir tapi aku malah bete","Neutral"
1,"malam takbir seperti hampir semua platform streaming dan paid channel gratis layan ","Positive"
0," thrdishopee wish me luck takbir rumah saja saya min wkwk","Neutral"
0," habis takbir bareng aku kack","Neutral"
0,"ini takbir rasa mau demo anjir","Neutral"
0," lagi takbir wkwkwkwkwk","Neutral"
0,"makin tebal saja nih dari tahun ke tahun thr untuk adek ku alhamdulillah bground masih kutat pada deadline di malam takbir ini ","Neutral"
-1,"rt kasihan reader kiyo malam takbir malah galau ","Negative"
0,"berapa menit jelang deadline ganti kapten dari salah ke son malam takbir full senyum fpl ","Neutral"
-5,"rt kalo kata gue dia aneh orang yang kena haid di ujung pada sedih gbisa sholat ied dia malah sengaja gue tau utbk benta","Negative"
0,"gue kadang harap malam takbir ujan biar enggak ada yang nyalain petas ","Neutral"
1,"anak kecil yang suka takbir di masjid tapi main mainin tuh ada yang negur enggak sih ","Positive"
2," ih tapi iya kalo malam takbir bawaanya suka sentimental ","Positive"
4," wkwkwk senang malam takbir sama ayang","Positive"
0,"adem banget tiap malam takbir lebaran itu ","Neutral"
0,"takbir itu cuci mata ","Neutral"
0," malam takbir malah ngelindur wkwk ","Neutral"
0," baru ini sih malam takbir kereta ","Neutral"
0,"takbir sini pada ngesummon mahkluk isekai kalo sana bagaimana ","Neutral"
0,"terima kasih bang heri bang barry bang yudha dan bang popon yang telah teman malam takbir yang gloomy ini","Neutral"
1,"malam takbir adalah malam mana kamar gua bersih dan wangi uhuuyy","Positive"
-2,"liattttt pesan apa aku guis di malam takbir ini btw aku sudah idam lama akhir sampai ","Negative"
-5,"nasib rumah dekat masjid pas malam takbir rusuh audubillah ada yang sama enggak sih","Negative"
0,"takbir tapi sini hujan huhu","Neutral"
4,"pcrku yang takbir masih kerja semangat ","Positive"
4," kapolres sergai pimpin apel kesiap aman malam takbir idul fitri h ","Positive"
-3,"kalian tim takbir keluar rumah atau takbir di rumah saja ","Negative"
0," enggak takbir diri tunggu suara merdu","Neutral"
4," enggak lucu aku takbir dikunciin ","Positive"
0,"malam takbir iring highlight medley minisode ","Neutral"
0,"sukakk banget sama vibes takbir sekarang","Neutral"
1,"enak sekal takbir mati lampu ","Positive"
0,"astaghfirullah banget takbir malah ada yang menawari judi ","Neutral"
0,"mau up wts tapi pada takbir ya","Neutral"
0,"kak mes malam takbir apa saja mam kebab dibeliin cowok ","Neutral"
0,"malam takbir ku penuh dengan lisan kotor gara main chelsea gobloooootuchel juga kalo kata kuch justin","Neutral"
4,"pertama kali takbir di mesjid seru juga nyata","Positive"
0,"brian takbir ","Neutral"
4,"akal akal siapa anjinggg pas takbir","Positive"
4,"tak ada takbir keliling masjid agung karanganyar sambut malam menang dengan musik gambus ","Positive"
0,"malam takbir rumah masak masak ","Neutral"
-5,"baru juga takbir nder sudah bikin dosa saja dahlaaa biar saja mereka dengan kegareman nyayg salah orang nya malah hari raya yang kayak paling punya salah besar banget ","Negative"
8,"maaf malam takbir masih kangdo kangdoan saja tapi jujur ini indah banget mau tangis saja ","Positive"
3,"takbir keliling kampung ala warga desa canden boyolali naik mobil bak buka bawa sound system ","Positive"
5,"the only thing i love about lebaran these days is malam takbir soal kayak hikmat begitu belum pagi nya heboh meeting everyone just for them tapi get into my introversion side sudah capek mikirinnya ","Positive"
-5,"keluar prgi beli belanja untuk besok lebaran panjang jalan tangis sambil takbir karena sepi banget sedih karena ramadhan tahun ini sudah sls ya allah moga masih bisa ketemu ramadhan tahun lanjut ","Negative"
0,"rt warga muhammadiyah di yogya gelar takbir ","Neutral"
0,"bukan takbir malah colong hoodie orang dan beli pija ","Neutral"
0,"siapa yang takbir nya malah tangis saya ","Neutral"
0,"yuk bisa yuk malam takbir kita dapat berkah lebaran ","Neutral"
0,"ini takbir kagak ada ya sudah jam loh","Neutral"
9,"tadi keluar cari takbir kalian lihat bocilku nyata masih larang pawai takbir alhasil pantau di story di beberapa tempat anak dengan obor sambil takbir selamat adik kalian punya kenang yang bagus dan akan rindu mudik nanti ","Positive"
-3,"memang pas banget ya teaser jeonghan keluar pas malam takbir soal gue bisa kalian takbir allahuakbarrrr yoon jeonghan jaebal tolong banget inimah ya allah ","Negative"
-2,"ada yang mau nemenin dm an enggak takbir di mushola cuma bareng bocil gabut banget","Negative"
-1,"besok lebaran buka pada takbir malah ngewe dasar sangean","Negative"
0,"malam takbir begini","Neutral"
-4,"para bocil takbir brutal sekal ","Negative"
4," bismillahirrahmanirrahim allahumma shalli ala sayyidina muhammad moga ini rejekiku di malam takbir ini yaallah bisa masuk jihantesti amin thanks for this enggak kak ji minal aidzin wal faizin moga aku sampai menang enggak di akhir bulan ramadhan ini ","Positive"
4," baru kali ini takbir full semangat","Positive"
0," memang ngentod semua mending takbir","Neutral"
