"score","text","class"
-7,"hari ini ngebabu lagi setelah dua tahun kemarin enggak ngebabu keluar rumah cuma buat ziarah doang ","Negative"
0,"rt ziarah ke makam bukan bagaimana bagaimana tapi tiap ziarah ke makam orang yang gua sayang itu masih asa sakit kak","Neutral"
0,"kalo lagi haid enggak apa-apa kan ziarah kubur ","Neutral"
0," bagi duit raya makan lemang rendang ziarah ziarah post gmbr dekat igdh boleh tido ke untuk hari ini ","Neutral"
0,"tradisi ziarah kubur warga kota cirebon di hari pertama idulfitri h ","Neutral"
0,"ziarah makam almarhum nekno dan neknang ","Neutral"
0,"habis ini masih mau ziarah dulu tapi masih ujan deh ini mah gua maaf maapannya entar malam saja wkwkwk","Neutral"
-2,"aduh deh ziarah rumah ke deh harini maybank btw","Negative"
0," itu ziarah bukan sembah bingai dia main mercun bukan mintak duit acik kau pon sakai","Neutral"
-3,"tawa banget ampol thr divo yang nominal paling gede malah jatuh pas ziarah","Negative"
-8,"bestnya tengok orang raya aku lepas balik solat raya tapi ziarah kubur lps itu tapi rumah kwn mama balik kemas rumah sikit terus buta plan nak ke mana mana semua ke laut malas nak keluar sebab jem deh satu hal tengahari tadi panas gila petang hujan lebat pula teh lah nak","Negative"
-3,"ziarah kubur dngr ada pakcik bebel dkt anak dia jangan siram banyak lemas kang","Negative"
-6," payah bila rasa ilmu tinggi sangat salah sendiri buat tak tampak pula baby shima ","Negative"
0,"tadi pas lagi ziarah malah gelud aowkwowkwoow kakak kencang","Neutral"
-6,"malesnya pas lebaran tuh keliling ziarah sama ke rumah sodaranya kalo enggak pulang malam ya sore mana hari depan juga full masih harus silaturahmi","Negative"
0,"berapa rumah lagi nak kena p ziarah ini aku deh xlarat ini mashammm ","Neutral"
-1,"selesai dari ziarah ke makam batu ampar lanjut ","Negative"
0,"ziarah dulu ke makam sih adek ","Neutral"
-4,"bela ini lagi ziarah nyambi nugas minta tambah waktu malah marah ","Negative"
5,"hanya ber bareng mas sangat sederhana kita raya iedul fitri tahun ini tanpa opor tanpa kupat tanpa jajan khas lebaran tanpa riuh keluarga rasa tetap sangat syukur bisa pulang insyaallah lebaran tahun depan bisa mudik belitang bareng ziarah ibu bapak amin ","Positive"
-1,"saat yatim session alias ziarah mari kita obrol dengan papa ","Negative"
0,"kau nak ziarah rumah orang itu bajet lah masa nak datang itu kalau boleh belum zohor sebab lepas zohor orang nak rehat deh","Neutral"
0," ziarah ","Neutral"
-8,"deh lama kali ziarah ziarah acah xnk waze nth rumah siapa je aku singgah ini sesat barat hahahahaha ","Negative"
4,"kenapa sampai sekarang gue masih enggak kuat ziarah ke makam almarhum kakek gue ","Positive"
2,"sahabat kak lite bagaimana nih suasana lebaran anda kali ini apakah ada tradisi khusus ziarah atau makan opor ayam nyata tradisi lebaran enggak cuma buat warga indonesia loh tapi ada juga di neger lain mau tau apa saja swipe gambar ini ya selamat lebaran semua ","Positive"
3,"selesai ziarah rumah mak dara belah ayah hari ini ","Positive"
-4," itu si a tradition here sok jangan hairan kalau di sarawak ini time raya memang suasana nya rasa sangat riah dengan baju lengkap ziarah raya sekal tahun lah katak hihi","Negative"
0,"had tapi wear mask since pimple ziarah hidung smlm ","Neutral"
-1,"dua tahun tak ziarah kubur sampai lupa kubur yang mana satu nasib baik takda orang datang tanya kenapa adik tangis di kubur ayah saya","Negative"
0,"rasa nak tangis masa ziarah kubur abah tapi kena tahan ","Neutral"
3,"tahun belum warga larang laku tradisi ziarah kubur untuk cegah sebar covid kumparannews ","Positive"
5,"nenek gue pulang habis dari ziarah tbtb bilang besok mau ke kampung eh galama bilang kamu mau dijodohin sama anak alamak jrengggg nenek gue gaberenti jodohin kemarin abang gue sekarang gue mantap banget memang ","Positive"
1,"ziarah kubur bapa st time raya mashaallah sedih macam baru malam beliau tiada selamat hari pak yang sama mak ","Positive"
0,"lebaran sholat ied ziarah silaturahmi makan opor ngantuk tidur ","Neutral"
0,"sudah tuna syarat sah lebaran sholat ied ziarah ke leluhur keliling maaf maaf tidur siang makan bakso","Neutral"
0," justru sempat lebaran kieu teh sugan we panggih calon di makam keur ziarah","Neutral"
4,"indah lebaran orang lain habis slolat ied ziarah dan kumpul keluarga gue sholad ied ziarah dan tidur","Positive"
0,"solat ied opor foto foto ziarah baso tidur lagi ","Neutral"
5,"kata gue mah jangan ziarah pakai sepatu cantik apa lagi warna putih balik bawa tanah kubur ini mah ","Positive"
-3,"boleh ke ziarah kubur pada hari raya pertama bila baca ada fatwa kata makruh ada yang kata boleh demi ingat kita pada mati","Negative"
8,"selamat hari raya idul fitri semua kecuali orang yang suka balas ucap lebaran pakai stiker moga baju lebaran nyangkut pohon kamboja pas ziarah ke makam terimakasih ","Positive"
0," kth mualaf ziarah ke tempat buyut","Neutral"
0,"beda kasus ziarah ajak ponakan di tengah tengah suasana khusyu dia nyeletuk sambil nunjuk makam ini boleh buka enggak ckk adekk ","Neutral"
4,"selamat hari raya semua alhamdulillah hari ini ziarah rumah semua olen dapat duit raya shhshshdbvfauhf ","Positive"
4,"ziarah kubur niat dari rumah pengin doasampe di tpu malah dapat rasa deg degan luar biasapanjang umur yang berani ketemu keluarga cowok dengan badan tegak","Positive"
0,"alhamdulillah pagi tadi solat raya ziarah kubur and now tengah bakar kambing kg pandang semua ada hari raya ini ","Neutral"
-3,"your most welcome kian lama tak raya sanak saudara mula ziarah kembali ","Negative"
0," ya pada ziarah sama silaturahim","Neutral"
0," mau ziarah","Neutral"
-4,"orang ziarah kubur dosa enggak ","Negative"
4,"iya lah paling minta rahmat sama imanhari kalau allah izin ingsa allohanna pergi ziarah kuburuansabil selam minum air lahuntuk anna juga","Positive"
0,"ziarah datuk ramai saudara mara agama kristian ","Neutral"
-1," kalo kata tante yang ngrantau taun enggak ziarah ke orang tua simbah aku pasti datang mimpi jadi tante aku langsung sempetin ziarah deh","Negative"
-8,"tadi pagi ini gaes gaes tiga bilang kak ada ziarah karena kupikir apa mau kasi ini bocil nya tidada apa apa di rumah kecuali makan kucing ya paksa kujawab deh mana i dule ","Negative"
0," ya masa ziarah ke mall sih","Neutral"
-2,"lebaran itu turut gue cuma shalat ied salam salam asih thr an keponakan sodara pupu lanjut ziarah sudah sisa tidur iya enggak sih ","Negative"
0," saya pernah ziarah ke makom nyi subang larang ","Neutral"
-4,"lagi ziarah ketemu ini kucing mana gembul ","Negative"
0,"rt sholat ied makan ziarah silaturrahmi ke rumah sodara makan bakso turu","Neutral"
0,"raya tahun lepas ulang alik ziarah dari bilik ke bilik je genk","Neutral"
1," masih seperti tahun lalu gamis tahun ini nuansa lavender blue prokes tetap jaga maaf backgroundnya kubur habis ziarah salam dari kebumen outfitlebaran ","Positive"
0,"hijab pertama pakai sholat ied hijab dua pakai ziarah ke makan mbah kung mbah bu hijab tiga pakai pas tamu datang senggang banget leo nih ya ","Neutral"
-12,"lucinta luna hijab ziarah di makam orang tua netizen salah fokus pas salat ied ikut shaf yang mana ","Negative"
3,"raffi dan gigi laku ziarah hingga bagi bagi thr ","Positive"
-4," makanya kalo lagi ziarah jangan buka twitter kak bahaya entar kira rasuk huni sana","Negative"
-3,"penat iler balik daripada rumah nenek kena masak lepastu kena keluar ziarah raya balik deh tahu orang nak datang takyah ler kita masak rendang pon banyak nak juga masak ikan steam limau lah apa lah","Negative"
5,"ikut senang lihat orang posting foto kumpul breng keluarga kerabat tetangga dan xanax saudara biarpun h enggak langsung ziarah mkam bokap seperti tahun yang lalu barakallahu lakum wa baraka alaikum outfitlebaran","Positive"
0,"aku soal habis ziarah ke makam langsung tidur saja ","Neutral"
1,"cant relate sama saya yang ziarah pagi malam lebih parah tahun lalu bisa kali ganti baju yang formal rapi semua ","Positive"
4," ziarah ke makam nder doain tiap hari supaya dia bahagia di alam ","Positive"
2," assalamu alaikum om tante ziarah sumpah ih gue sudah kasih terus dia malah bilang tambah setelah gue marahin baru dia kapok ","Positive"
0,"rutinitas di hari raya lebaran sholat eid makan sayur ketupat silahturahmi ke rumah kakek nenek ziarah makan bakso tidur siang eidmubarak lebaran idulfitri h idulfitri idulfitri","Neutral"
-4,"orang bisa sih foto keluarga begitu lah gua habis ziarah pada makan obrol gendong bayi mana sempat poto ","Negative"
0,"surat yasin ayat baca saat ziarah kubur di hari raya idul fitri bahasa arab latin dan arti news berita ","Neutral"
0,"habis sholat kita ziarah makam terus maaf an lanjut makan lontong pakai opor pakein lauk rendang siang nya bakso deh ","Neutral"
0," padahal buat ziarah ya kak wkwk","Neutral"
4," sudah ziarah ke makam belum nder ziarah dulu terus bacain alfatihah sama yasin pakai khususon illa ruh nama lengkap dia binti nama lengkap ayah terus kasih pesan pakai b indonesia yang tenang ya sana begitu deh","Positive"
0,"tampil lucinta luna saat ziarah ke makam ibunda sorot hingga tuai puji warganet ","Neutral"
0,"agenda rutin lebaran sholat ied halal bihalal makan ziarah ke makam silaturahmi sama sodara dan tetangga ziarah ke makam yang satu lagi silaturahmi lagi makan bakso turudilanjut sore atau malam buat silaturahmi ke sodara sama tetangga yang lain","Neutral"
3," aku brokenhome aku juga minta doi ku lebaran plis rumah karena aku sepi enggak punya siapa tapi dia harus pergi ke ziarah dan silaturahmi ke keluarga besar alhasil sekarang aku lagi rebah twitteran sambil sepi ","Positive"
0,"lagi ziarah pas baca zikir lah illaha illallah kenapa kalo merem vibe nya kayak lagi antar ke dunia lain ya ","Neutral"
0," kirim doa atau ziarah ke makam kalian nder","Neutral"
0,"missing you bro we re celebrating eid if untuk must know later kalau ada lapang masa kiterog ziarah mak bapak kau kak beb","Neutral"
0,"aku enggak soalny rumah jadi markas kumpul terus sore ziarah kubur jadi masih gamis i ","Neutral"
-2,"omg ketemu crush pas ziarah","Negative"
-5,"betull karena enggak pulang kampung jdinya lebaran biasa saja rasa biasa nyekar ke makam ziarah ke rumah desa yang lain sampai malam terus thrku ba ini malah dompet kosong melompongkeluargaku pada tidur jadi aku keluar nongkrong sama sahabat aku ","Negative"
-10,"orang yang langgar arwah anak saudara aku nak tuntut ganti rugi sebab kereta dia pecah lampu sebab kena kepala arwah mana hati perut anda datang ziarah pun tidak ","Negative"
5,"hal yang enggak suka dari mudik orang orang peduli banget sama baju yang gue pakai kalo sodara kalian mau berpenampilan seperti itu ya sila bebas tapi jangan ngewajibin semua orang tampil glamor dong ziarah tuh mau obrol makan bareng sudah lama sopan what i wear doesn t matter","Positive"
0," mau pergi ziarah","Neutral"
-7,"ziarah bopong karena kaki kanan pincang since celaka di gunung batur ","Negative"
0,"enggak bisa nah tangis pas ziarah ke kubur aa","Neutral"
2,"film ziarah memang beda gaes makin salut saja aku tuh sama mas bioskoponlinefeaturefilm ","Positive"
0," enggak lagi ziarah","Neutral"
-4,"mungkin salah ya tiap hari selalu mikir manek masih ada kamar jadi tiap lebaran fakta ziarah bikin hati roboh aur aurantapi gapapa memang harus kuat selamat lebaran semua ","Negative"
0,"pandu lengkap cara cara ziarah kubur turut sunnah rasulullah saw ","Neutral"
2,"aaaaaa bisa bisa ketemu pas ziarah sumpah inimah ketar tir banget huhuuu","Positive"
3,"ini kan aku cerita mau ambek sama mm karena enggak ikut ziarah ke makam bpk terus mm ku malah pergi ke rumah sodara yang agak jauh tapi tadi pulang aku dibeliin mie ayam ini ambek enak diterusin jangan ya","Positive"
0,"ziarah ","Neutral"
4,"gue lagi enak nya tidur tetiba dibangunin sama keluarga yang ziarah rumah","Positive"
0,"ziarah kubur rama hari pertama lebaran di bengkayang ","Neutral"
-1,"jarang banget lihat bokap tangis kecuali pas lagi ziarah makam almarhumah kakak gue ","Negative"
0,"hahaha habis ziarah adek gua diikutin poci","Neutral"
0," lagi ziarah ke waliyulloh syekh saefulloh pangeran jaga lautan di pulo cangkir kronjo tangerang","Neutral"
-2,"gue enggak paham kenapa antara semua jual makan cuma tukang baso yang buka a brusan gue ziarah dan lihat almost vsemua jual makan tutup paling yang buka ya bakso ","Negative"
0," soyo rene wong wedok sak penake dewe cah nek ngene hitler kae golekono makame neng endi tak tak ziarah","Neutral"
0," capek makji habis ziarah ","Neutral"
0," lagi ziarah ke makam nih","Neutral"
1," ustad seperti itu memang enggak tau dalil bib kemarin saya di fb dengar ceramah ketua pcnu jawa timur itu kalo haul ziarah kubur ada dalil hadist sahih pula bukhari muslim sueneng aku dengernya","Positive"
0," kamu open house nggapengen ziarah","Neutral"
0," habis ziarah nih kak capek sangat","Neutral"
-3,"tadi mau ziarah jalan sempit cuma cukup satu mobil pupu aku nyerempet tong sampah orang untung lagi lebaran jadi langsung maapan","Negative"
-1,"tadi gue habis dari tpu disebelah kubur tempat gue ziarah ada kakek sendiri baca qur an enggak teman siapa gue lama lihat sih kakek sampai selse baca qur an terus dia pulang tapi lihat kubur itu terus sambil tengok mulu mata kaca seperti itu istri ","Negative"
1,"benar yang enggak ku suka dari lebaran ya ketemu keluarga besartapi ya tahun ini sepi banget anjrtahun kemarin banyak yang tinggal jadi bingung ini mau mana karena rata pada ziarah","Positive"
-2,"rt eh kok keranjang sih bak mandi maksud happy eid tapi everyone who celebrate itu yang keluarga nya masih lengkap sama","Negative"
0,"pause dulu ges mau ziarah","Neutral"
0,"rutinitas lebaran tiap tahunmam ziarah ngabaso molorrrrrrr","Neutral"
-4,"lucinta luna lagi ziarah lebaran masih bisa bisa nya bengek hyung nuruls missgendering dia sakit lo semua","Negative"
0," indak trip enggak zeemart plak adoii mak aku ini ziarah mall plak dia ","Neutral"
2,"dulu waktu kecil kita masih keliling ziarah dari ujungkanan sampai ujungkiri kampung sekarang mah langsung turu buat ngindarin tanya kapan nikah cukup mamak saja yang tanya taqkabbalallahu waminnawamingkum mutualan","Positive"
3," tiada riwayat yang sahih jelas nabi ziarah kubur di hari raya ziarah kubur boleh bila bila masa tanpa tetap tarikh khusus ","Positive"
0,"gue kira dengan pulkam bakal lebih banyak ziarah eh malah tidur terus dari pagi sampai sore ginitau begitu gue enggak usah ikut mending tunggu kakak gue di rumah terus ikut lebaran di kota bareng yang lain dan kmpul sama ","Neutral"
7,"alhamdulillah ramai sungguh ziarah doa abah harap pengkebumian nanti mudah tinggal hari yang baik dengan mudah ya allah ","Positive"
4,"rt baca ringkas waktu ziarah kubur al fatihah kaliayat al kursi kalisurah al ikhlas kalisemoga allah rahmat","Positive"
-7," takdela jammed mana yeoppp boleh lah banyak tourist dengan chinese je orang layu busy ziarah ziarah je","Negative"
0,"padahal kata mau ziarah","Neutral"
8,"haaa selamat ada ayat ringkas senang nak explain masa ziarah raya kang jenuh ","Positive"
-2,"dan balik lagi ke desa cuma untuk ziarah ke makam kakek amin","Negative"
0,"bismillah ziarah ke makam bapak","Neutral"
6," haha itu lah bagi siap preparation dulu lantak raya pertama pun jadi guest pun kena mindful lah untuk start ziarah esok raya dua ","Positive"
0,"live haji faisal ajak gala ziarah ke makam vanessa angel usai salat ied ","Neutral"
0,"hari pertama lebaran tempat makam umum tpu karet bivak tanah abang jakarta pusat ramai datang para ziarah ziarah kubur saat lebaran jadi tradisi beberapa daerah di indonesia tpu karetbivak kubur lebaran idulfitri idulfitri h ziarah ziarahkubur ","Neutral"
-1," moga besok jadi ke jakarta mau ziarah info dong kalo krl normal kan jadwal ","Negative"
0,"kalian tadi ziarah enggak ","Neutral"
-4,"usai sholat ied terus silaturahmi kepada orang orang tua kami lanjut onthe road tuju karangjati bergas kab semarang untuk silaturahmi dengan keluarga almarhum karyanti memdiang istri dan ziarah rest area masjid kaum salatiga ","Negative"
0," itu habis ziarah makam a","Neutral"
0,"tadi pagi ziarah kubur with the view ","Neutral"
0,"hari lebaran ramai ya ramai orang pergi ke masjid untuk solat ied ramai orang pergi ke makam untuk ziarah ramai orang kumpul dengan keluarga sanak saudara dan rangga untuk saling maaf maaf namun tetap saja antara ramai itu ada jiwa yang masih hampa ","Neutral"
0,"belum pls ini baru beres ziarah ","Neutral"
-11,"tadi pas mau ziarah gue numpang mobil uwa yang lain dan saat sudah dekat banget denga komplek makam di jalan yang memang cuma muat satu jalur hadap hadap sama taksi mana kagak mau a pula lama deh stuck di situ","Negative"
-2,"jadi hari raya bagai momentum maaf bidah dalil ziarah kubur dan silaturahmi setelah shalat id berapa lama boleh shalat jamak dan qashar ","Negative"
-3,"habis ziarah ke makam langsung pusing habis itu ke rumah sodara dulu tapi ","Negative"
0,"wait yoongi wait ya jadi ngebayangin gue nikah sama taehyung terus pas ziarah ke makam di lihat dan pas salam di lihat bicarain rt rw ","Neutral"
3,"akhir setelah tahun tidak ziarah ke makam mbah yang selalu nemenin aku main pas kecil hari ini cucu sayang sih mbah datang ke makam hihi sugeng tindak mbah ella sayang sama mbah wiji ","Positive"
0,"lebaran cuman dari jam si ada wibselebihnya tidur wkwkwkdilanjut lagi nanti habis ashar ziarah ke makam sepuh ","Neutral"
0," kan rutinitas tiap lebaran begitu mbi wkwksholat ied ziarah salam man kaos molooor ","Neutral"
11,"jelang lebaran ini banyak warga muslim yang laku ziarah ke makam sanak saudara atau keluarga yang telah tiada dan tarik momen ini juga manfaat warga pasuruan yang profesi jual bunga tabur untuk cari rezekiselengkapnya ","Positive"
1," outfitlebaran saat ziarah ke makam ayah sama adek saya nih mas alitt foto sama mamah hehe ","Positive"
5,"aku sama keluarga hampir enggak pernah bawa hp pas ibadah jadi hampir enggak punya foto taraweh foto solat ied foto ziarah soal enggak fokus nanti pas ibadah ","Positive"
-4,"lucinta luna tampak doa di makam dua orang tua teman beberapa kerabat ","Negative"
0,"lalu banyak deret nama yang sebut dalam doa makin tahun makin banyak tempat yang ziarah ayah rama ziarah virtual dulu ya besok besok kita ketemu ","Neutral"
0,"ziarah ke makam mbah kakung pakde harry ","Neutral"
0," besok ziarah","Neutral"
0,"lagi ziarah kubur hari lebaran yang fitri ","Neutral"
0,"solat makam ziarah silaturahmi bagi bagi thr sare","Neutral"
-3,"jenis wisata ziarah keramat mat zenkeramat king rajakeramat rumah tua midai natuna","Negative"
0,"ziarah sudah halal bihalal ke sanak family sudah makan makan sudah tinggal rebah yang belum btw happyeidmubarak minal aidzin walfaidzin ya ","Neutral"
-4,"aku sboleh xmo salam tau bila ziarah raya ini tapi deh orang tua ini hulur dulu how rayakelamkabut raya ","Negative"
3,"momen penuh harus ","Positive"
-2," baru keluarga bokap keluarga nyokap besok gua enggak ikut ke makam adik gua tadi soal lagi di rumah bapak gwe jadi yang ziarah mak gweh doang","Negative"
4,"tiba ingat arwah papa dulu selalu bawa g shopping raya dkt geylang serai dengan woodlands patut hari ini g ziarah dia tapi tiba deh ter raya pula insyaallah sblom balik kalau nanti singgah doneteringat","Positive"
0," wajib enggak sih habis ziarah","Neutral"
0,"ziarah nya besok saja","Neutral"
14,"mood hari ini lagi bagus ajak keliling juga hayu naik mobil sampai dua jam juga gas padahal tetap mual ketemu banyak orang salam senyum terus ziarah juga kayak ngebuka ingat lama yang ke kubur dalem banget senang rasa balik lagi pas kecil tapi aku enggak banyak omong haha","Positive"
0,"ziarah sambil ujan ujanan ","Neutral"
0," ikut ziarah saja ke orang enggak kenal sampai sore ","Neutral"
5,"rt selamat lebaran semua mohon maaf lahir batin dari aku yang habis sholat ziarah tidur dan ada yang bangun tegak siapa","Positive"
2,"tadi ziarah tok ngah lihat tok ngah aku ini deh lama takde masa nak salam dia tadi dia pegang gelang tang aku dia kata deris nama panggil ayah aku anak sulong ang ini deh sehat naa ","Positive"
-7,"jujur agak sedih ya lebaran tahun ini aku di jakarta mama sama adek adek di sulawesi bapak sama kakak di kalimantan tadi cuma sempat vc habis sholat tapi bentar doang karena buru buru mau ke makam aku juga cuma sholat habis itu ikut tante ziarah tapi aku enggak kenal ","Negative"
0,"jaga hubung silaturahim ziarah ziarah kunjung unjung ","Neutral"
0,"rt pengin ziarah tapi orang nya masih hidup ","Neutral"
0,"masih belum pakai baju raya tak beli pon recycle je gambar raya ziarah raya hahaha mungkin esok baru nak aksi ","Neutral"
3,"lebaran idul fitri jadi sempat laku ziarah kubur ke tempat makam keluarga mereka yang telah tinggal lebih dahulu idulfitri lebaran","Positive"
0," gjadi anjenk mau ziarah ini bapak gue dulu","Neutral"
0," ziarah dulu sih","Neutral"
0,"om ada ziarah gaymakassar","Neutral"
0," ini yang tadi bilang nya ziarah enggak sih","Neutral"
-2,"beres salam makan bagi bagi thr ziarah ke makam terus tidur eh pas bangun ada sodara jauh gue ikut tidur mana telanjang dada ganteng lagi jadi sange ","Negative"
0,"agenda keluarga pada hari pertama lebaran sampai saat ini maaf ziarah makan tidur balada mama capek urus eyang dari pagi adek takbir sampai jam pagi aku yang ngantuk karena obat batuk dan semalem enggak genep tidur akibat mercon ","Neutral"
4,"rt maka masker manfaat sekal ya pas ziarah ke makam ada tahlil enggak hafal jadi gerak bibir enggak tahu orang","Positive"
4,"kukuruyuk selamat hari raya idul fitri semuanyamohon maaf lahir dan batin selesai keliling makan ziarah kita putus untuk ecek ada apakah gerangan dengan toren air rumah kita eng ing eng ","Positive"
0,"pengin ziarah tapi orang nya masih hidup ","Neutral"
0,"sholat ied makan ziarah silaturrahmi ke rumah sodara makan bakso turu","Neutral"
0," belum tapi anggota keluarga yang lain sudah pada tidur dari pulang ziarah","Neutral"
0," deh pas ziarah","Neutral"
8," makan enak ziarah ke makam sepuh bagi thr ke ponakan asa rich aunty waktu kumpul keluarga besar meski aku diam tapi tetap senang dan seru basa basi sama sodara atau tetangga meski kadang cecer tanya kesal tapi enggak apa-apa cuma tahun kali ini ","Positive"
0," sama habis ziarah gabut","Neutral"
4,"maka masker manfaat sekal ya pas ziarah ke makam ada tahlil enggak hafal jadi gerak bibir enggak tahu orang","Positive"
7,"muhadjir atak allah suka abul doa doa yang tuju untuk orang lain dan untuk penting orang banyak ","Positive"
4,"gakerasa banget tadi tiba netesin air mata pas lagi ziarah rindu yang gakan pernah ada ujung ","Positive"
0,"pt ziarah ke makam babah ","Neutral"
0," ziarah","Neutral"
0,"hari pertama lebaran masyarakat ramai ziarah kubur di pekanbaru ","Neutral"
0,"ziarah familytime bogor indonesia ","Neutral"
-3," mau tangis tadi waktu ziarah tapi aku tahan soal malu ada pupu sama nenek ku ","Negative"
0,"p ziarah raya depa semua sembang hal bank xtau nk selit apa kalau sembang psal kilang aku boleh goreng ","Neutral"
8,"masa raya korang mesti ada aktiviti gemar kan ada yang suka ziarah saudara mara kumpul duit raya dan macam macam lagi jom kongsi aktiviti raya dengan kami deh tengok ke syukur syawal daripada celcom kalau belum jom tonton sekarang di ","Positive"
0,"baru pulg dari ziarah terus ke rumah rumah keluarga sekarang baru sampai rumah terus gabut dan putus rebah asa begini mulu tiap lebaran anjir ","Neutral"
-2," baca homo au pas pada doa ziarah","Negative"
0,"lepas balik dari ziarah kubur nenek tatau kenapa sebak tetiba","Neutral"
0,"mau ziarah pasti rame besok fix ","Neutral"
0,"akhir bisa ziarah pas lebaran ke mamak ","Neutral"
8,"rt libur lebaran polisi siap aman tempat wisata dan ziarah kubur tempometro","Positive"
-1,"taqobalallah minalwaminkummohon maaf lahir batin semua kecuali buat lo para pria inisial a moga baju lo tumpah kuah opor makan rendang tapi yang gigit lengkuas ziarah terus pas bayar parkir uang kembali enggak dikasihin sukurin ","Negative"
0," ziarah tempat papa ramean sama keluarga lengkap","Neutral"
-8," gue ziarah di blok baru sama blok lama biii yang baru tuh yang satu komplek sama kantor bukan sih selamat lebaran juga bi mon maaf lahir n batin juga yhh atas sgala salah n kasar aku","Negative"
0,"lebaran ini mulai aku yang pimpin doa doa pas lagi ziarah ","Neutral"
-2,"day lebaran pantau cuma ziarah nyetir ke kota bentar dan makan mi baso dua ","Negative"
4," wawancara apa klebihanmu saya kalo ziarah gbwa yasin soalny deh hapal wow mau thr braph axzaxzaxzzzz mngunyh opor ","Positive"
8,"libur lebaran polisi siap aman tempat wisata dan ziarah kubur tempometro","Positive"
-2," memang masih ada yang kurang ya kan sama sama habis ziarah makam dan giat lebaran lain bos juga erti kan ","Negative"
0,"pagi tadi enggak ziarah kubur arwah ayah termenangis pula dalam hati nak sangat raya sama as satu family ","Neutral"
0,"ziarah ke makam mbah putri pakde war ","Neutral"
0," enggak gloomy karena untuk kalo ziarah pasti di blok baru dari poto saja deh lihat btw selamat lebaarn aya sori kalo gue sering kasar atau omong yang gapantes harap maaf","Neutral"
6,"lihat orang kumpul ziarah poto sama keluarga nya kayak wah aku pengin but impossible haha","Positive"
0," sudah ziarah ke makam adek sih kemarin","Neutral"
0,"habis ziarah sudah hinyai banget","Neutral"
