"score","text","class"
7,"momen idulfitri hijriah manfaat oleh presiden joko widodo sama ibu iriana joko widodo untuk silaturahmi dengan wakil presiden wapres maruf amin dan ibu wury maruf amin ","Positive"
7,"momen idulfitri hijriah manfaat oleh presiden joko widodo sama ibu iriana joko widodo untuk silaturahmi dengan wakil presiden wapres maruf amin dan ibu wury maruf amin ","Positive"
3,"tadi pas silaturahmi keluarga besar dapat tanya random nobody grandma deh punya pacar belum me sambil plonga plongo ","Positive"
7,"momen idulfitri hijriah manfaat oleh presiden joko widodo sama ibu iriana joko widodo untuk silaturahmi dengan wakil presiden wapres maruf amin dan ibu wury maruf amin ","Positive"
4,"en silaturahmi sana sini tengok saudara sana sini tapi qadarullah allah beri batas moga kita tetangga kembali di surga allah canda ria habis waktu di pinggir telaga al kaustar nabi muhammad","Positive"
0," lagi silaturahmi kalau kak angga lagi apa ini ","Neutral"
0,"rt apa yang wajib saat idulfitri bayar zakat fitrah belum salat id langsung apa yang tidak wajib bisa sunah makruh ","Neutral"
0,"rt mari kita raya idulfitri bukan hanya sekadar saling maaf dan silaturahmi namun juga tentang ragam yang kit","Neutral"
4,"pengin silaturahmi ke mertua tapi sadar belum punya sayang ","Positive"
0," biasa cuma silaturahmi ke tetangga yang se gang saja tapi tadi alhamdulillah hampir seperumahan senang banget","Neutral"
7,"momen idulfitri hijriah manfaat oleh presiden joko widodo sama ibu iriana joko widodo untuk silaturahmi dengan wakil presiden wapres maruf amin dan ibu wury maruf amin ","Positive"
4,"sih paling sibuk bikin konten ditanya kapan nikah saat silaturahmi padahal keluarga cuman omong mohon maaf lahir dan batin terus ngobrolin covid sama minyak goreng sudah konten aestethic sama fyp pula ","Positive"
0," kalo silaturahmi sama yang enggak lebaran bagaimana om ","Neutral"
0,"hari raya idul fitri identik dengan silaturahmi salam salam saling maaf maaf namun untuk pribadi yang introvert ini bisa jadi masalah tapi tenang di hari yang fitri ini admin mau asih tips nih buat para pribadi pribadi introvert ","Neutral"
1,"tiap silaturahmi ke rumah saudara atau tetangga selalu suruh makan opor ayam soto banjar buras roti canai ","Positive"
8,"rt keren sbat anies dpw sumsel tetap semangat suara dan harap pak presiden teng","Positive"
0," kunjung sih soal senang saja silaturahmi dan tadi pertama kali ada sholat idul fitri di masjid rumah ku jadi pertama kaliny juga halal bihalal sama tetangga tetangga nyata banyak banget ya enggak ku kenal dan muka banyak banget yang asing senang jadi tau mereka","Neutral"
0,"silaturahmi rumah tetangga mertua baru rumah masih banyak sisa awokkk","Neutral"
0," ya mungkin mereka juga ada urus sendiri ke rumah mertua masing masing kalo sudah pada nikah ya kamu kalo misal masih mau silaturahmi datang saja ke mereka sambil bawa undang ","Neutral"
7," ada benernya sih jangan lalu inisiatif ke rumah sih cowok kesan kayak ngebet bangetklo dia yang ajak baru ikut kalo diajakin itu sudah kayak sinyal dia serius pengin ngenalin ke keluarga entah sekedar pengin silaturahmi atau serius sama kamu","Positive"
0," silaturahmi kelamin ","Neutral"
-7,"mending gue di rumah saja enggak sih ini orang silaturahmi kok pada bisa tangis sih gue kayak orang tolol cengar cengir","Negative"
-6," biasa yang muda rumah yang lebih tua tapi enggak ada salah yang tua ke rumah saudara yang lebih muda untuk jaga tali silaturahmi ","Negative"
4,"tbtb mantan yang akhir datang ke rumah bilang nya mau silaturahmi sama mbah ya aku syukur dia masih ingat sama mbah terus betul hari ini ke makam nenek nih dia tadi bilang mau ikut ke makam tapi enggak aku izinin karena dia bukan siapa nya nenek aku bukan siapa aku ","Positive"
7,"momen idulfitri hijriah manfaat oleh presiden joko widodo sama ibu iriana joko widodo untuk silaturahmi dengan wapres sama ruf amin dan ibu wury sama ruf amin silaturahmi sebut laku lalu panggil video dari gedung agung istana presiden yogyakarta ","Positive"
5," mohon maaf sekal butuh cerah kenapa tidak boleh banyak silaturahmi toh tidak harus sentuh kan bang","Positive"
0,"kamu enggak mau silaturahmi sama aku ","Neutral"
-6,"silaturahmi tuh boleh saja tapi ya otak pakai lah kalo bertamu ke rumah orang ya jangan makan badan jalan buat parkir bisa beli mobil tapi enggak punya otak dungu ","Negative"
4,"rt bahagia sama saudara dari bagai daerah dan juru dunia alhamdulillah bisa silaturahmi virtual di","Positive"
2,"meski beberapa kata pernah buat luka moga tidak buat tali silaturahmi putus selamat idul fitri mohon maaf lahir dan batin ","Positive"
7,"momen idulfitri hijriah manfaat oleh presiden joko widodo sama ibu iriana joko widodo untuk silaturahmi dengan wapres sama ruf amin dan ibu wury sama ruf amin silaturahmi sebut laku lalu panggil video dari gedung agung istana presiden yogyakarta ","Positive"
8,"selamat hari raya idul fitri momen menang yang baik adalah saling maaf saling maaf atas khilaf salah saling maaf untuk depan yang lebih baik saling maaf untuk diri yang baru yuk jaga silaturahmi dengan semua kkpaccelerate kkpgoid saktiwahyutrenggono ","Positive"
3,"silaturahmi idul fitri jokowi dan prabowo bicara cocok tinggal di bogor ","Positive"
15,"silaturahmi untuk sempurna hari penuh menang daftar sekarang dan kamu sempat untuk dapat limit hingga rp juta serta bonus kuota si ada gb ","Positive"
5,"teman silaturahmi ketika politik jadi alat untuk bela penting identitas kelompok masing masing arena politik jadi pengap gelap penuh prasangka dan benci agus jabo priyono ketua umum partai rakyat adil makmur ","Positive"
0," tolong mau ke rumah kamu silaturahmi bisa ","Neutral"
3,"babinsa koramil kuindra rutin laku komsos guna erat silaturahmi ","Positive"
0," thx wilujeng silaturahmi sama handai taul","Neutral"
6,"rt di hari menang nan fitri ini moga jadi diri sobat kembali suci penuh fitrah dalam silaturahmi yang penuh ber","Positive"
3,"tiap silaturahmi ke rumah saudara saudara makan wajib tetap ada bakso yang unik rasa pentol kok sama semua sih curiga pasti bikin bareng ","Positive"
2,"hai pada sibuk lebaran nih ya hehe kalian tim yang pergi silaturahmi atau tim yang tunggu tamu datang ke rumah nathannagendra ","Positive"
0," belum ini masih muter muter silaturahmi","Neutral"
5," percaya saja nder dia mau silaturahmi diatu cuma penasaran saja wkwk tapi ada bagus langsung vc sih jadi bikin dia cepat pergi dari hidup kamu daripada lama kamu sudah jatuh lalu dalem dia kan lebih sakit ya semangat nder arti dia bukan orang yang tepat","Positive"
0,"rt dalam kunjung ke keraton yogyakarta pada hari raya idulfitri presiden teman ibu negara dan putra bungsu yakni","Neutral"
4,"rt silaturahmi antar mantan saing yang satu ini sudah bikin adem suasana eh sekarang nongol yang lain yang suka bikin kisr","Positive"
0,"ramai ramai videocall di lapas perempuan silaturahmi virtual warga bina sengguk ","Neutral"
0," tapi aku enggak chat kamu di wa juga sih nanti mau pes enggak oceh silaturahmi virtual vcall pakai tele saja wkwk","Neutral"
10,"di hari menang nan fitri ini moga jadi diri sobat kembali suci penuh fitrah dalam silaturahmi yang penuh berkah selamat idulfitri untuk sobat yang raya aktivitastanpabatas internetnyaindonesia ","Positive"
0,"rt a txt lokal short autipe tipe pas lagi silaturahmi bareng lima anak bujang kloningedisi lebaran by ","Neutral"
10," ikut ya bang hehe outfitlebaran kali ini sederhana saja kerudung pun simpel saja yang penting nyaman dan enggak repot pas silaturahmi bang ","Positive"
0,"jalin silaturahmi sama kamu nya kapan ","Neutral"
0,"alhamdulilah ujan nya reda bisa mulai lagi silaturahmi ","Neutral"
4,"rt bagi bahagia setelah sholat ied dengan masyarakat silaturahmi yang satu hati erickthohirsolusi","Positive"
0,"rt saat bertemu dengan prabowo subianto di istana presiden yogyakarta presiden joko widodo jokowi a tidak obrol si","Neutral"
3," lebaran bikin macet karena banyak rantau di kota besar dan konsentrasi banget di sana budaya silaturahmi karena lebaran momen besar dan banyak rantau maka kalian mudik alhasil macet jumlah muslim paling banyak ","Positive"
0," iya silaturahmi itu datang rejeki","Neutral"
0,"presiden jokowi dan ibu iriana silaturahmi ke keraton yogyakarta ","Neutral"
0,"dalam kunjung ke keraton yogyakarta pada hari raya idulfitri presiden teman ibu negara dan putra bungsu yakni kaesang pangarep ","Neutral"
0,"momen presiden jokowi silaturahmi dengan wapres maruf via panggil video ","Neutral"
0," silaturahmi shopeeid","Neutral"
4,"pada hari idulfitri memang sudah tradisi kami hari pertama kita silaturahmi kepada pemimpin kita kepada presiden kita dan saya dapat hormat terima pagi hari ini ungkap menhan prabowo ","Positive"
4,"rt esensi hari raya itu sendiri padahal sudah tulis hari menang iya hari menang umat mus","Positive"
-4,"rt manfaatin buat sambung silaturahmi mumpung dpet libur mumpung bisa mudik mumpung lagi ketemu enggak tau kan mana tau next t","Negative"
0,"rt alhamdulillah saget silaturahmi kalih ","Neutral"
0,"sudah silaturahmi belum kakak silaturahmi kelmn kikik ","Neutral"
2," happy eid mubarak h meski beberapa kata pernah buat luka moga tidak buat tali silaturahmi putus selamat idul fitri mohon maaf lahir dan batin anonim ","Positive"
-1," pagi solat pulang makan dahtu silaturahmi dahtu habis topik sudah diam a o sambil tunggu sunset","Negative"
0,"alhamdulillah lebaran sama keluargasolat ied sungkem silaturahmi ke tempat simbah simbah makan opor dan teman teman becanda bareng keluarga ","Neutral"
11,"rt dengan tidak urang nikmat ber lebaranmohon izin saya ingat hal penting kait sehat anda semua ya ","Positive"
-3,"rt moga luka luka masa lalu apa yang buat lebaran jadi traumatis bagi kakak keluarga bisa sembuh ya","Negative"
0,"silaturahmi sambil jalan ","Neutral"
0,"saat bertemu dengan prabowo subianto di istana presiden yogyakarta presiden joko widodo jokowi a tidak obrol soal ekonomi maupun politik jadi ","Neutral"
0," kelamin lagi silaturahmi ya kak","Neutral"
3,"kelar agenda lebaran hari pertama masih ada hari dua dan tiga keluarga besar dan semua di jakarta alhamdulillah silaturahmi ","Positive"
-6,"malesnya pas lebaran tuh keliling ziarah sama ke rumah sodaranya kalo enggak pulang malam ya sore mana hari depan juga full masih harus silaturahmi","Negative"
0,"rt presiden dan ibu iriana silaturahmi dengan dan ibu wury via panggil video presiden","Neutral"
0,"tanya ini sudah bukan tahun lagi tapi tiap silaturahmi ke tempat tetangga","Neutral"
0," silaturahmi atuh min cara ya kasih thr buat ku shopeeid","Neutral"
0,"rt untung enggak ada banding ini capai di silaturahmi keluarga tadi kalo iya mungkin ibu bakal bilang ini anak saya bisa n","Neutral"
-2," banyak jawab pada enggak suka ditanya macam ya terus silaturahmi kalo enggak obrol tanya mau apa saekonahhhh liata liat doang atau mau perang pakai mercon atau bakar rumah orang heran ","Negative"
0,"silaturahmi dengan presiden di jogja prabowo suguh opor ","Neutral"
0,"prabowo teman anak silaturahmi ke presiden di istana kepresidenanyogyakarta ","Neutral"
-3,"orang orang silaturahmi rumah harus gua yang kasih thr ke mereka tapi malah mereka yang kasih gua thr cuma karena gua yatim","Negative"
0,"hehehe tadi kakak bokkeu mampir ke rumah silaturahmi sama eyang ","Neutral"
1,"hari ini allah temu dengan orang remaja tahun sama adik silaturahmi rumah satu ke rumah lain betul kami tidak kenal sudah lumrah saat lebaran banyak anak kecil datang tanpa kenal milik rumah ayah sebut ini hari merdeka mereka ","Positive"
0,"heppy eid mubarak ya a hayuk janji silaturahmi dua saja hijabbandung gadisbandung abgbandung cewekbandung spgbandung ayamkampusbandung bobandung mahasiswibandung cabeanbandung bispakbandung openbobandung mahasiswibandung jilbobbandung ","Neutral"
0,"silaturahmi kelamin nya belum lho jangan lupa","Neutral"
8," selamat idul fitri habis muter muter silaturahmi selalu bawa kratingdaeng biar semangat ","Positive"
7,"rt enggak suka sama suasana lebaran gapapa tapi jangan apatis banget kesan kayak ogah banget silaturahmi entar kal","Positive"
0," boleh silaturahmi biar situ ngabisin kue","Neutral"
4,"misi silaturahmi rumah mbah is complate alhamdulilah walau dikit batin yang siksa kali ini karena enggak bisa silaturahim sama bapak dengan baik mau tangis enggak apa-apa kan ","Positive"
3,"rt adem banget lihat walaupun mungkin enggak begitu saling kenal cara personal silaturahmi itu penting apalagi bertetan","Positive"
0," gue yang mau bobo tapi silaturahmi enggak kelar","Neutral"
4,"sudah bisa sholat ied sudah bisa silaturahmi makan rasa enak happy banget","Positive"
0,"tanya sanak saudara saat silaturahmi lebaran adalah jadi ikut pindah ke ikn errr bagaimana ya jawab ","Neutral"
0,"jangan sampai gara silaturahmi akan lupa wajib dirinote nasehat ini buat diri saya sendiri","Neutral"
0,"bi mau silaturahmi ke rumah share loc ya bi bibi ","Neutral"
-4,"rt guna maaf maaf bagai excuse buat jalin silaturahmi juga enggak salah sama sekal sih toh minta maaf","Negative"
4,"lebaran di jepang milik ciri khas banding raya di indonesia sholat id mulai pukul pagi yang lanjut dengan silaturahmi ","Positive"
5,"habis selesai silaturahmi ke keluarga di dunia nyata tidak lupa juga mau ucap taqabbalallahu minna wa minkum shiyamana wa shiyamakum selamat hari lebaran semua warga twitter mohon maaf lahir bathin ya ","Positive"
0,"pas lagi silaturahmi keluarga datang macan gendut ","Neutral"
4,"rt bahagia sama saudara dari bagai daerah dan juru dunia alhamdulillah bisa silaturahmi virtual di pagi hari ra","Positive"
3,"wajar bila saat ini ku iri pada kalian yang punya keluarga banyak dan masih silaturahmi dengan baik ","Positive"
0,"lebaran di yogyakarta jokowi dan kaesang silaturahmi keraton ","Neutral"
0,"rt catat id dan passcode nya ya kita silaturahmi virtual bareng saudara yang ada di seluruh juru dunia hari raya insyaa","Neutral"
4,"rt bagi bahagia setelah sholat ied dengan masyarakat silaturahmi yang satu hati insyaallah ericktho","Positive"
-4,"silaturahmi mana lagi sih ini ","Negative"
0," laper tapi silaturahmi enggak selesai","Neutral"
-1,"karena takut lihat orang yang kunjung dan nanti mikir aneh dalem aku masih lanjut tangis akhir aku ajak suami pulang karena mertua masih lanjut ke tetangga ya situ aku benar enggak mau ikut silaturahmi lagi ","Negative"
5,"selamat lebaran sahabat ganjar yuk silaturahmi dengan sanak saudara siapin juga ya jawab dari tanya tanya seperti ini sahabatganjar ganjarpranowo ganjar idulfitri ","Positive"
-7,"alhamdulillah banyak yang silaturahmi ke rumah masuk orang agak kurang waras juga tiba tiba masuk ke rumah ","Negative"
0,"menhan prabowo subianto silaturahmi dengan presiden jokowi di gedung agung jogja jokowi damping ibu iriana joko widodo dan anak kaesang pangarep ","Neutral"
5," silaturahmi min yang alhamdulillah di tahun ini bisa dilaksanain tentu saja dengan terap protokol sehat","Positive"
0,"hati hati di jalan ya yang mau silaturahmi biar enggak mampir ke igd outfitlebaran ","Neutral"
3,"silaturahmi dengan ahy dan keluarga besar surabaya cerita ingin fokus jadi lukis cerita","Positive"
0," thx untuk silaturahmi nya mbok sih you next time cabut tiang listrik ","Neutral"
0," silaturahmi ke ibu di kubur","Neutral"
2,"rt alhamdulillah usai tahun juang lawan pandemi covid kini kita dapat lepas rindu dan erat silaturahmi b","Positive"
0," silaturahmi","Neutral"
3,"rt silaturahmi obrol dengan wakil ketua komisi iii dpr r ahmad sahroni di loji gandrung kami tukar pikir diskusi ","Positive"
7,"rt mashaallah lebaran tahun ini benar hit different ini a good ways rinding lihat mesjid penuh dan pada antusias buat silatu","Positive"
5,"rt menteri bumn erick thohir serta keluarga laksana ibadah sholat idul fitri di masjid at thohir di depok jawa ba","Positive"
4,"rt momen idulfitri manfaat oleh presiden sama ibu iriana untuk silaturahmi dengan wapres sama ruf amin dan ib","Positive"
-1,"lebaran ini bisa jadi gateway untuk apa saja ya masuk maaf dan jalin kembali silaturahmi tapi ya kalo orang enggak raya di budaya dan negara ya buat apa lolot","Negative"
0,"enggak lah justru itu jadi ajang silaturahmi agar saling kenal ","Neutral"
0," masih diprotect akun mbak padahal mau silaturahmi ","Neutral"
0,"saat saat bisa nyantai pas semua keluarga datang silaturahmi dan sudah pulang","Neutral"
7,"rt setelah ibadah puasa ramadan lama bulan tiba saat untuk raya menang moga lama bulan akhir i","Positive"
0," jadi pengin silaturahmi","Neutral"
0," lebaran nder saling unjung buat silaturahmi ","Neutral"
0,"rt hun otw silaturahmi ke rumah saudara bunda ","Neutral"
0," gapapa silaturahmi","Neutral"
0,"lebaran silaturahmi lebaran ngojek ","Neutral"
7,"setelah lelah hari silaturahmi keliling desa fitrah enthuk piro nggonaku lumayan iki nggonaku ya lumayan akeh penak e dinggo jajan opo ya nggo jajan saham karo crypto wae kene tak installke aplikasine ngko tak ajar ashiaaap","Positive"
9," di sini cerah a jadi enak buat silaturahmi hehe","Positive"
-6," ini another function of hbh ke saudara yang enggak di kenal meski capel tapi bayar thr kalo enggak salah thr ku sampai tuh ya tapi alas ini tidak boleh di terap ya adick adick kita hbu untuk jalin silaturahmi ","Negative"
0,"rt muslimahnews silaturahmi atau silaturahim shilah ar rahim turut bahasa asal dari kata shila","Neutral"
0,"rt silaturahmi ke sodara bukan maaf an malah jual robot trading ","Neutral"
0," aaa bebbb kamu silaturahmi begitu enggak ","Neutral"
0," baru ngalamin barusan habis silaturahmi ke rumah pupu ","Neutral"
0,"momen presiden silaturahmi dengan wapres via panggil video indonesiamaju lebaran ","Neutral"
4,"keluarga fm garuda ucap selamat hari rayataqobbalallahu minna wa minkumsetelah silaturahmi jangan lupa nyalain fm nya lagi ya ","Positive"
0,"presiden dan ibu iriana silaturahmi dengan dan ibu wury via panggil video presiden serta ibu iriana dan putra bungsu kaesang pangarep juga silaturahmi ke keraton yogyakarta kabarkabinet ","Neutral"
4,"prabowo silaturahmi di hari lebaran ke rumah megawati detiknews puan peduli","Positive"
4,"prabowo silaturahmi di hari lebaran ke rumah megawati detiknews puan top","Positive"
0,"prabowo silaturahmi di hari lebaran ke rumah megawati detiknews info puan","Neutral"
0,"lebaran sholat ied ziarah silaturahmi makan opor ngantuk tidur ","Neutral"
7,"momen idulfitri manfaat oleh presiden sama ibu iriana untuk silaturahmi dengan wapres sama ruf amin dan ibu wury silaturahmi sebut laku lalu panggil video dari gedung agung istana presiden yogyakarta pada senin mei ","Positive"
-5,"maaf maaf kok gengsisilaturahmi kok egois","Negative"
1,"jaga silaturahmi jaga prokesselama raya hari lebaran masyarakat wajib tetap disiplin prokes dengan laksana sama seperti maka masker dan jaga jarak tetapprokessaatlebaranbersama laksana sama ","Positive"
4," salam senyum sapa dalam rangka silaturahmi lebaran begitu ya nder","Positive"
4,"besok mau silaturahmi ke keluarga ayah ponakan ada yang suka skz juga terus mama nyuruh aku bawa pc skzku buat kasih ke dia","Positive"
0," sociopat kali ah ingat nya silaturahmi saja sama keluarga n teman enggak perlu ekstra juga kali memang lo lesti di tanya macam akwoakaoakok","Neutral"
0,"alhamdulillah silaturahmi hari ini selesai lanjut besok","Neutral"
0," hbhv mari saling genggam dan terus sunah untuk silaturahmi dalam rangka halal bihalal virtual kita konversi dari spaces ke zoom meeting wib zoom meeting yang mau gabung free entry dm dan link kirim via dm takenal maka ta aruf","Neutral"
0," lagi rebah dulu habis silaturahmi ke desa tetangga","Neutral"
7,"senang lihat update teman pada kumpul bareng keluarga besar setelah pandemi sepi silaturahmi ","Positive"
1,"seperti ragu untuk silaturahmi","Positive"
0,"orang orang silaturahmi saya di rumah rebah tunggu fearless","Neutral"
0,"presiden jokowi silaturahmi dengan wapres maruf amin via panggilanvideo ","Neutral"
8," alahhh silaturahmi silaturahmi tahi kucing bajing banget nih orang macam begini enggak bisa respect sama orang as a human gasopan gapapa nder kamu sudah tau sifat asli dia sending virtual hug tapi you pasti nanti bisa dapat sosok yang lebih baik lagi dari sih bgst","Positive"
-4,"reporter dari mana tolong segera selidik gasabar mau silaturahmi","Negative"
0,"happy ied kamu enggak mau silaturahmi sambil ketemu papa mama ","Neutral"
0," justru karena lebaran enggak sih saat video call silaturahmi","Neutral"
-1,"momen lebaran jadi ajang gimmick silaturahmi sembari pamer sukses capai dan tak lupa juga emak emak maka hias dari atas sampai bawah ","Negative"
11,"rt selamat hari raya idul fitri h akhir bisa kumpul bareng keluarga besar lagi nih tetap jaga protokol sehat","Positive"
0," aku masih silaturahmi","Neutral"
-1,"prabowo subianto tiba di diam ketua umum pdi p megawati soekarnoputri di jalan teuku umar menteng jakarta pusat senin nasional","Negative"
4," pada hari idulfitri memang sudah tradisi kami hari pertama kita silaturahmi kepada pemimpin kita kepada presiden kita dan saya dapat hormat terima pagi hari ini ungkap menhan prabowo ","Positive"
0,"teori calana morosot larang makan dan minum saat halal bihalal ","Neutral"
3,"lagi trending tentang menhan bpk prabowo subianto dan anak yang desainer didit hediprasetyo dijamu makan makan lebaran mudah an silaturahmi nya tetap jaga amin ","Positive"
0,"baterai ibu enggak pernah lowbat urus ini itu tamu lebaran silaturahmi urus anak yang sakit masak lagi dan lagi sehat selalu bu love untuk","Neutral"
4,"rt unjung sepuh untuk bersilaturahmibegitulah tradisi yang muda kunjung ke yang lebih tuaindah","Positive"
1,"lebaran sibuk silaturahmi lebaran sibuk dengan setrika ","Positive"
0," keun wios sudah namina ge silaturahmi","Neutral"
0," hanya jaga silaturahmi pak ","Neutral"
3,"kerja cukup silaturahmi banyak banyak","Positive"
8,"hari ini pulang kampung silaturahmi ke rumah bude di sidoarjo vibe lebaran rasa banget cuaca juga alhamdulillah sedang cerah senang rasa ","Positive"
0,"silaturahmi dengan jokowi prabowo subianto dan sang putra suguh opor hingga tempe bacem ","Neutral"
-2," terima kasih meymaaf lahir batin ya aku tuh pasti banyak salah hu hu sori kalo slowresp ini acara silaturahmi masih panjang belum kunjung selesai ","Negative"
4,"bagi bahagia setelah sholat ied dengan masyarakat silaturahmi yang satu hati insyaallah erickthohirsolusirakyat ","Positive"
8,"hari raya idul fitri h dalam sempat yang baik ini kita manfaat untuk silaturahmi saudara di dukuh siramin desa slatri c larang kabupaten brebes ","Positive"
1,"rt sedang simak euforia rutinitas hari raya mohon maaf yang bukan maaf silaturahmi yang bukan silaturahmi momentum budaya","Positive"
4,"moga selalu berik berkah dan bahagia untuk sambut hari raya yang suci ini dengan sambung tali silaturahmi ","Positive"
0," gue saja baru balik anjir muter bukan mau silaturahmi tapi pengin duit","Neutral"
0,"prabowo a makan bakso dan tempe bacem ","Neutral"
0,"rt hahahahaha validaku yang introvert baru silaturahmi ke rumah tetangga saja sudah capek banget rasa ","Neutral"
0," aku sih enggak raya lebaran tapi selalu di hari dua unjung rumah teman dekat untuk silaturahmi","Neutral"
0,"rt jokowi silaturahmi dengan wapres via panggil video ","Neutral"
2," alhamdulillah panjang silaturahmi jazakallah khoir mohon maaf lahir bathin akh ukhti ","Positive"
0,"hari lebaran silaturahmi tidur ","Neutral"
4,"bagi bahagia setelah sholat ied dengan masyarakat silaturahmi yang satu hati erickthohirsolusirakyat ","Positive"
1,"sdgnkan ibu gue masih belum damai sama keluarga kalian ya sekarang mulai bangun tali silaturahmi lagi meski gue dalam ada tremor nih tanya kapan kapan kapan dan mana mulai enggak bisa jawab nih enggak ada prestasi juga cuma bawa kue doang wkwk","Positive"
0,"melati semerbak muncul harum wangi bagai hias hari nan fitri pesan ini hadir ganti diri ulur tang silaturahmiyoutube perum cetak negara riinstagram twitter facebook perum cetak negara rl ","Neutral"
2,"rt biasa positif jalin silaturahmi di hari lebaran ","Positive"
5,"rt minal aidin wal faizin mohon maaf lahir dan batin selamat hari raya idul fitri syawal h selamat lebaran moga sila","Positive"
5,"rt minal aidin wal faizin mohon maaf lahir dan batin selamat hari raya idul fitri syawal h selamat lebaran moga","Positive"
0,"micchi datang nih silaturahmi lebaran ","Neutral"
0,"gue cengang banget tadi kan silaturahmi ke tempat om dari ayah dia punya anak lima masih curut curut semua gemesstrs gue lebih kaget lagi istri om gue lagi hamil gue langsung mikir rajin banget om anu nya ","Neutral"
-2,"aneh malah pengin sendiri di tengah ramenya momen silaturahmi ","Negative"
0," silaturahmi","Neutral"
0,"rt ayo kak silaturahmi dulu maaf lahir batin ya ayamkampusjogja bispakjogja cewekuny abgjogja bisyarjogja ay","Neutral"
0,"rt silaturahmi idul fitri jokowi dan prabowo santap opor sama ","Neutral"
3,"rt silaturahmi dengan ahy dan keluarga besar surabaya cerita ingin fokus jadi lukis ","Positive"
0,"silaturahmi idul fitri jokowi dan prabowo santap opor sama ","Neutral"
1,"jaga silaturahmi jaga prokesselama raya hari lebaran masyarakat wajib tetap disiplin prokes dengan laksana sama seperti maka masker dan jaga jarak tetapprokessaatlebaranbersama laksana sama ","Positive"
7,"sholat iedidul fitri sambung tali silaturahmi saling maaf yang penting berani mulai sambung tali silaturahmi entah putus atau kusut ","Positive"
0," silaturahmi lebaran sama mika","Neutral"
0,"rt presiden serta ibu iriana joko widodo dan putra bungsu kaesang pangarep silaturahmi ke keraton yogyakarta jokow","Neutral"
0,"silaturahmi idul fitri jokowi dan prabowo santap opor sama ","Neutral"
0,"kalo lebaran begini bisa bikin alesan silaturahmi ke rumah orang padahal memang pengin banget ketemu boleh enggak sih ","Neutral"
-4," kalo bisa ketemu kak sama tamu walaupun enggak omong apa senggak setor muka kan tamu sana mau silaturahmi masa tinggal kabur","Negative"
0," besok masih ada kloter silaturahmi je ","Neutral"
0,"jokowi silaturahmi dengan sultan hamengkubuwono di keraton yogyakarta ","Neutral"
13," senang lihat begini debat panas tapi silaturahmi tetap jaga layak kau contoh saudara selamat lebaran bro mohon maaf lahir bathin indonesia ini milik kita semua yang dalam ada kandrun kampret cebong buzzer bani onta orang yaman dll ","Positive"
0," jika tang tak saling jabat thr dapat lekat silaturahmi sobat ","Neutral"
0,"rt teman silaturahmi sama keluargamari tonton dengar official video klip lagu baris ibuagus jabo priyo","Neutral"
0," silaturahmi","Neutral"
8,"rt selamat raya idulfitri h sama keluarga temankeu jadi hari menang ini bagai momen silaturahmi dan","Positive"
0,"tadi pas keliling silaturahmi selalu di doain kata biar cepat dapat jodoh gue dalam hati galau banget mau aminin apa enggak soal kalo diaminin ngeri tiba tiba ada yang datang terus sat set sat set wkwkwkwkwk canda sat set sat set","Neutral"
0,"rt askrl target utama silaturahmi keliling ","Neutral"
